,Week,Day (Str),Time Slot,Team 1,Team 2,Location
0,0,Fri.,1,Amherst College,Colby College,Bowdoin College
1,0,Sat.,2,Amherst College,Bowdoin College,Bowdoin College
2,0,Sat.,3,Amherst College,Bates College,Bowdoin College
3,1,Sat.,1,Amherst College,Tufts University,Tufts University
4,2,Fri.,0,Amherst College,Hamilton College,Amherst College
5,2,Sat.,2,Amherst College,Williams College,Amherst College
6,2,Sat.,5,Amherst College,Middlebury College,Amherst College
7,3,Sat.,0,Amherst College,Trinity College,Trinity College
8,4,Fri.,1,Amherst College,Wesleyan University,Trinity College
9,4,Sat.,3,Amherst College,Connecticut College,Trinity College
10,0,Fri.,0,Bates College,Trinity College,Bowdoin College
11,0,Sat.,3,Bates College,Amherst College,Bowdoin College
12,1,Fri.,0,Bates College,Bowdoin College,Colby College
13,1,Sat.,1,Bates College,Colby College,Colby College
14,2,Sat.,1,Bates College,Tufts University,Bates College
15,3,Fri.,0,Bates College,Connecticut College,Connecticut College
16,3,Sat.,5,Bates College,Wesleyan University,Connecticut College
17,4,Fri.,2,Bates College,Middlebury College,Middlebury College
18,4,Sat.,4,Bates College,Williams College,Middlebury College
19,4,Sat.,6,Bates College,Hamilton College,Middlebury College
20,0,Sat.,2,Bowdoin College,Amherst College,Bowdoin College
21,0,Sat.,5,Bowdoin College,Trinity College,Bowdoin College
22,1,Fri.,0,Bowdoin College,Bates College,Colby College
23,1,Sat.,2,Bowdoin College,Colby College,Colby College
24,2,Sat.,2,Bowdoin College,Tufts University,Bates College
25,3,Fri.,1,Bowdoin College,Wesleyan University,Connecticut College
26,3,Sat.,4,Bowdoin College,Connecticut College,Connecticut College
27,4,Fri.,0,Bowdoin College,Williams College,Middlebury College
28,4,Sat.,5,Bowdoin College,Hamilton College,Middlebury College
29,4,Sat.,7,Bowdoin College,Middlebury College,Middlebury College
30,0,Fri.,1,Colby College,Amherst College,Bowdoin College
31,0,Sat.,4,Colby College,Trinity College,Bowdoin College
32,1,Sat.,1,Colby College,Bates College,Colby College
33,1,Sat.,2,Colby College,Bowdoin College,Colby College
34,2,Fri.,0,Colby College,Tufts University,Bates College
