,Week,Day (Str),Time Slot,Team 1,Team 2,Location
94,2,Sat.,3,Wesleyan University,Hamilton College,Amherst College
95,2,Sat.,4,Wesleyan University,Williams College,Amherst College
96,3,Sat.,2,Wesleyan University,Middlebury College,Middlebury College
97,4,Fri.,0,Wesleyan University,Bates College,Bowdoin College
98,4,Sat.,5,Wesleyan University,Bowdoin College,Bowdoin College
99,4,Sat.,8,Wesleyan University,Colby College,Bowdoin College
100,0,Sat.,0,Williams College,Hamilton College,Hamilton College
101,1,Fri.,0,Williams College,Bates College,Colby College
102,1,Sat.,2,Williams College,Colby College,Colby College
103,1,Sat.,4,Williams College,Bowdoin College,Colby College
104,2,Fri.,0,Williams College,Trinity College,Amherst College
105,2,Sat.,2,Williams College,Amherst College,Amherst College
106,2,Sat.,4,Williams College,Wesleyan University,Amherst College
107,3,Fri.,1,Williams College,Tufts University,Williams College
108,3,Sat.,3,Williams College,Connecticut College,Williams College
109,4,Sat.,0,Williams College,Middlebury College,Hamilton College
